timestamp;lugar;cod_fabrica;cod_venta;descripcion;precio
2025-10-13 18:27:09;A06-Bazar Cenco Rancagua;10247;BI6545CL;Chaqueta Media Pierna Solapa Manga Larga Botones 100% Lino Made In Italy;45000
2025-10-13 18:27:28;A06-Bazar Cenco Rancagua;10893;BI6541MG;Blusa Camisera Sin Mangas Vuelo En Mangas 100% Lino Made In Italy;34000
