timestamp;lugar;cod_fabrica;cod_venta;descripcion;precio
2025-10-01 22:27:38;CM4 Mario;25116;BI6102CO;Blazer Cachemira Mujer;45000
2025-10-01 22:28:02;CM4 Mario;6339;BI6140CO;Jersey 51%Viscosa 24%Nylon 25%Pbt;38000
