timestamp;lugar;cod_fabrica;cod_venta;descripcion;precio
2025-10-16 16:36:21;B02-Vende Ceci;10035;BI6567MG;Vestido Largo Escote V Manga Corta Lino 100%Lino Made In Italy;50000
2025-10-16 16:36:39;B02-Vende Ceci;10749;BI6569ZM;Blusa Camisera Bolsillo Parche 100%Lino Made In Italy;42000
2025-10-16 16:36:53;B02-Vende Ceci;2343;BI6500BL;Vestido 100% Lino Made In Italy;45000
