timestamp;lugar;cod_fabrica;cod_venta;descripcion;precio
2025-10-05 22:11:16;Bazar Cenco Rancagua;5995;BI6138CO;Jersey 51%Viscosa 24%Nylon 25%Pbt;45000
2025-10-05 22:11:27;Bazar Cenco Rancagua;6339;BI6140CO;Jersey 51%Viscosa 24%Nylon 25%Pbt;38000
