timestamp;lugar;cod_fabrica;cod_venta;descripcion;precio
2025-10-13 16:31:39;A01-Vivo Los Trapenses-Gina;25640;BI6510CL;Pantalon 100% Lino Made In Italy;44000
2025-10-13 16:31:49;A01-Vivo Los Trapenses-Gina;100280;BI6543MG;Vestido Cuello Ancho Redondo Mangas 3/4 100% Lino Made In Italy;52000
2025-10-13 16:32:12;A01-Vivo Los Trapenses-Gina;10035;BI6567RS;Vestido Largo Escote V Manga Corta Lino 100%Lino Made In Italy;50000
