timestamp;lugar;cod_fabrica;cod_venta;descripcion;precio
2025-10-14 18:31:22;A02-EU La Dehesa-Gina;125811;BI6561BL;Pantalon Cintura Elasticada 100% Lino Made In Italy;42000
2025-10-14 18:31:40;A02-EU La Dehesa-Gina;10892;BI6562RS;Vestido Camisero Vuelo En Mangas Lino Made In Italy;45000
2025-10-14 18:31:58;A02-EU La Dehesa-Gina;16671;BI6563TJ;Vestido Tirantes Escote V  100% Lino Made In Italy;40000
