timestamp;lugar;cod_fabrica;cod_venta;descripcion;precio
2025-10-08 14:59:23;Bazar Cenco La Dhesa;10040;BI6568BL;Short Bolsillo Laterales Pretina 100%Lino Made In Italy;32000
2025-10-08 14:59:43;Bazar Cenco La Dhesa;0202;BI6532FG;Vestido Escote V Con Vuelo Manga Sin Mangas 100% Lino Made In Italy;42000
